Descriptor,State Average Performance (%),National Average Performance (%)
Reads numbers up to 9999,50,64
Reads numbers up to 999,26,24
Reads numbers up to 99,19,11
Does not respond,5,2

Descriptor,State Average Performance (%),National Average Performance (%)
Discriminates numbers up to 9999,55,67
Discriminates numbers up to 999,23,23
Discriminates numbers up to 99,14,8
Discriminates numbers only up to 9,8,2

Descriptor,State Average Performance (%),National Average Performance (%)
Adds numbers upto 999,41,53
Adds numbers upto 99,58,71
Adds numbers upto 9,84,92
Subtracts numbers upto 999,29,40
Subtracts  numbers upto 99,46,62
Subtracts  numbers upto 9,72,81

Descriptor,State Average Performance (%),National Average Performance (%)
Identifies the application of operation of addition in real life situations and provides the correct answer for questions based on addition only,45,54
Identifies the application of operation of subtraction in real life situations and provides the correct answer for questions based on subtraction only,35,42
Identifies the application of number operations in real life situations and provides the correct answers for 80% and above questions,44,52

Descriptor,State Average Performance (%),National Average Performance (%)
Understands and applies correct multiplication facts in 80%  and above questions,53,71
Understands and applies correct multiplication facts in 50% and less than 80% questions,15,16
Understands and applies correct multiplication facts in less than 50% questions,12,6
Does not respond,19,8

Descriptor,State Average Performance (%),National Average Performance (%)
Understands and applies correct Division facts in 80%  and above questions,36,49
Understands and applies correct Division facts in 50% and less than 80% questions,30,31
Understands and applies correct Division facts in less than 50% questions,8,6
Does not respond,26,14

Descriptor,State Average Performance (%),National Average Performance (%)
"Identifies the Month, Date and Day on the Calender",49,62
"Identifies the month, date and day with help",17,20
"Make mistakes in identifying the Month, date and day",6,6
Dose not respond,28,12

Descriptor,State Average Performance (%),National Average Performance (%)
Can compare and estimate the volume of different containers,40,46
Can either compare or estimate the volume of different containers,47,47
Attempts but makes mistakes in estimating and comparing the volume,3,3
Dose not respond,11,4

Descriptor,State Average Performance (%),National Average Performance (%)
Tells the time correctly,44,52
Tells the time correctly with the help of hint,31,36
Dose not respond,26,12

Descriptor,State Average Performance (%),National Average Performance (%)
Applies the understanding of measurement of length and calculates the length of  the object,62,62
Applies the understanding of measurement of length but miscalculates the length of the object when the object is not aligned with the 0 of the scale,23,27
Makes effort but not able to calculate the length of the object,8,6
Dose not respond,8,4

Descriptor,State Average Performance (%),National Average Performance (%)
correctly identifies one-half,61,70
correctly identifies one-fourth,33,47
correctly identifies three-fourth,48,61
"correctly identifies all the fractions (one-half, one-fourth, three-fourth)",29,42
correctly represents one-half,62,68
correctly represents one-fourth,40,55
correctly represents three-fourth,31,46
"correctly represents  all the fractions (one-half, one-fourth, three-fourth)",25,40

Descriptor,State Average Performance (%),National Average Performance (%)
Correctly identifies and completes patterns with shapes and  numbers in 80% and above questions,45,61
Correctly identifies and completes patterns with shapes and  numbers in 50% to less than 80% questions,34,28
Correctly identifies and completes patterns with shapes and  numbers in less than 50% questions,12,8
Dose not respond,9,2

Descriptor,State Average Performance (%),National Average Performance (%)
Answers 80% and above questions correctly,69,70
Answers 50% - less than 80% questions correctly,15,23
Answers less than 50% questions correctly,10,5
Answers less than 50% questions correctly,6,2

Benchmark,,0 - 42,43 - 69,70 - 83,84 and above
Percentage of Students meeting the standard,State/UT,13,28,45,14.0
,National,11,37,42,10.0
Percentage of Girls meeting the standard,State/UT,12,29,43,16.0
,National,11,38,41,10.0
Percentage of Boys meeting the standard,State/UT,15,28,44,13.0
,National,11,36,43,10,
