Descriptor,State Average Performance (%),National Average Performance (%)
Reads numbers up to 9999,65,64
Reads numbers up to 999,26,24
Reads numbers up to 99,8,11
Does not respond,1,2

Descriptor,State Average Performance (%),National Average Performance (%)
Discriminates numbers up to 9999,71,67
Discriminates numbers up to 999,24,23
Discriminates numbers up to 99,4,8
Discriminates numbers only up to 9,1,2

Descriptor,State Average Performance (%),National Average Performance (%)
Adds numbers upto 999,52,53
Adds numbers upto 99,72,71
Adds numbers upto 9,95,92
Subtracts numbers upto 999,44,40
Subtracts  numbers upto 99,61,62
Subtracts  numbers upto 9,83,81

Descriptor,State Average Performance (%),National Average Performance (%)
Identifies the application of operation of addition in real life situations and provides the correct answer for questions based on addition only,57,54
Identifies the application of operation of subtraction in real life situations and provides the correct answer for questions based on subtraction only,46,42
Identifies the application of number operations in real life situations and provides the correct answers for 80% and above questions,57,52

Descriptor,State Average Performance (%),National Average Performance (%)
Understands and applies correct multiplication facts in 80%  and above questions,60,71
Understands and applies correct multiplication facts in 50% and less than 80% questions,19,16
Understands and applies correct multiplication facts in less than 50% questions,11,6
Does not respond,10,8

Descriptor,State Average Performance (%),National Average Performance (%)
Understands and applies correct Division facts in 80%  and above questions,36,49
Understands and applies correct Division facts in 50% and less than 80% questions,30,31
Understands and applies correct Division facts in less than 50% questions,10,6
Does not respond,24,14

Descriptor,State Average Performance (%),National Average Performance (%)
"Identifies the Month, Date and Day on the Calender",68,62
"Identifies the month, date and day with help",21,20
"Make mistakes in identifying the Month, date and day",4,6
Dose not respond,7,12

Descriptor,State Average Performance (%),National Average Performance (%)
Can compare and estimate the volume of different containers,53,46
Can either compare or estimate the volume of different containers,38,47
Attempts but makes mistakes in estimating and comparing the volume,4,3
Dose not respond,5,4

Descriptor,State Average Performance (%),National Average Performance (%)
Tells the time correctly,57,52
Tells the time correctly with the help of hint,31,36
Dose not respond,12,12

Descriptor,State Average Performance (%),National Average Performance (%)
Applies the understanding of measurement of length and calculates the length of  the object,58,62
Applies the understanding of measurement of length but miscalculates the length of the object when the object is not aligned with the 0 of the scale,32,27
Makes effort but not able to calculate the length of the object,6,6
Dose not respond,4,4

Descriptor,State Average Performance (%),National Average Performance (%)
correctly identifies one-half,76,70
correctly identifies one-fourth,58,47
correctly identifies three-fourth,69,61
"correctly identifies all the fractions (one-half, one-fourth, three-fourth)",52,42
correctly represents one-half,76,68
correctly represents one-fourth,64,55
correctly represents three-fourth,56,46
"correctly represents  all the fractions (one-half, one-fourth, three-fourth)",50,40

Descriptor,State Average Performance (%),National Average Performance (%)
Correctly identifies and completes patterns with shapes and  numbers in 80% and above questions,62,61
Correctly identifies and completes patterns with shapes and  numbers in 50% to less than 80% questions,30,28
Correctly identifies and completes patterns with shapes and  numbers in less than 50% questions,6,8
Dose not respond,3,2

Descriptor,State Average Performance (%),National Average Performance (%)
Answers 80% and above questions correctly,76,70
Answers 50% - less than 80% questions correctly,18,23
Answers less than 50% questions correctly,4,5
Answers less than 50% questions correctly,1,2

Benchmark,,0 - 42,43 - 69,70 - 83,84 and above
Percentage of Students meeting the standard,State/UT,7,39,43,11.0
,National,11,37,42,10.0
Percentage of Girls meeting the standard,State/UT,8,38,42,12.0
,National,11,38,41,10.0
Percentage of Boys meeting the standard,State/UT,6,41,43,10.0
,National,11,36,43,10,
