Descriptor,State Average Performance (%),National Average Performance (%)
Listens and Comprehends four to five texts of varying lengths correctly,87,87

Descriptor,State Average Performance (%),National Average Performance (%)
Correctly identifies at least one initial sound in grade level words,96,96
Correctly identifies at least one final sound in grade level words,91,91
Not able to identify the initial sound and final sound in any of the given grade level words,4,4

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80-100 letters correctly and fluently,93,93
Reads 50-79 letters correctly/reads some letters with self correction,5,5
Reads 10-49 letters correctly/hesitantly  with self correction,3,3
Reads less than 10 letters correctly/hesitantly  with self correction,0,0

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,70,70
Reads 50% to Less than 80% words correctly (with self correction wherever needed),13,13
Reads 10% to less than 50% words correctly (with self correction wherever needed),11,11
Reads less than 10% words correctly (with self correction wherever needed),5,5

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,60,60
Reads 50%  to Less than 80% words correctly (with self correction wherever needed),19,19
Reads 10% to less than 50% words correctly (with self correction wherever needed),11,11
Reads less than 10% words correctly (with self correction wherever needed),10,10

Descriptor,State Average Performance (%),National Average Performance (%)
Reads and Comprehends four to five texts of varying lengths correctly,90,90

Benchmark,,0 - 10,11 - 34,35 - 58,59 and above
Percentage of Students meeting the standard,State/UT,21,29,18,32.0
,National,21,29,18,32.0
Percentage of Girls meeting the standard,State/UT,23,27,21,29.0
,National,23,27,21,29.0
Percentage of Boys meeting the standard,State/UT,18,30,18,34.0
,National,18,30,18,34
